,label,SMS Message,Website,W-count,F-WordCount,Spamword
489,0,"['depend', 'qualiti', 'want', 'type', 'sent', 'boy', 'fade', 'glori', '6', 'want', 'ralph', 'mayb', '2']",0,1,0,1
490,0,"['think', 've', 'fix', 'send', 'test', 'messag']",0,0,0,0
491,0,"['sorri', 'man', 'account', ""'s"", 'dri', 'would', 'want', 'could', 'trade', 'back', 'half', 'could', 'buy', 'shit', 'credit', 'card']",0,1,0,0
492,1,"['congrat', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss']",0,1,0,1
493,0,"['sorryin', 'meet', 'll', 'call', 'later']",0,0,0,1
494,0,"['class', 'lt', '#', 'gt', 'reunion']",0,0,0,0
495,0,"['free', 'nowcan', 'call']",0,0,0,1
496,0,"['got', 'meh']",0,0,0,0
497,0,"['nope', 'think', 'go', 'monday', 'sorri', 'repli', 'late']",0,0,0,0
498,0,"['told', 'accentur', 'confirm', 'true']",0,0,0,0
499,0,"['kate', 'jackson', 'rec', 'center', '7ish', 'right']",0,0,0,0
500,0,"['dear', 'reach', 'room']",0,0,0,0
501,0,"['fight', 'world', 'easi', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']",0,1,1,0
502,0,"['ü', 'come']",0,0,0,0
503,0,"['check', 'nuerologist']",0,0,0,0
504,0,"['lolnic', 'went', 'fish', 'water']",0,0,0,0
505,1,"['+123', 'congratul', 'week', ""'s"", 'competit', 'draw', 'u', '£1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'tcs/stop', 'sms', '08718727868', '18', '150ppm']",0,1,0,1
506,0,"[""'s"", 'wait', 'e', 'car', 'dat', ""'s"", 'bore', 'wat', 'cos', 'wait', 'outsid', 'got', 'noth', '2', 'home', 'stuff', 'watch', 'tv', 'wat']",0,1,0,1
507,0,"['mayb', 'westshor', 'hyde', 'park', 'villag', 'place', 'near', 'hous']",0,0,0,0
508,0,"['know', ""'s"", 'anthoni', 'bring', 'money', 've', 'school', 'fee', 'pay', 'rent', 'stuff', 'like', 'that', 'need', 'help', 'friend', 'need']",0,1,0,0
509,0,"[""'s"", 'signific']",0,0,0,0
510,0,"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovabl', '5', 'silent', '6', 'spl', 'charact', '7', 'matur', '8', 'stylish', '9', 'simpl', 'pls', 'repli']",0,1,0,1
511,0,"['8', 'latest', 'g', ""'s"", 'still', 'scroung', 'ammo', 'want', 'give', 'new', 'ak', 'tri']",0,1,0,0
512,0,"['prabhai', ""'m"", 'sorydarealyfrm', 'heart', ""'m"", 'sori']",0,0,0,0
513,0,"['lol', 'ok', 'forgiven']",0,0,0,0
514,0,"['nojst', 'chang', 'tat']",0,0,0,0
515,1,"['guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '£500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150p/mtmsgrcvd18+']",0,1,0,1
516,0,"['sno', 'competit']",0,0,0,0
517,1,"['boltblu', 'tone', '150p', 'repli', 'poli', '#', 'mono', '#', 'eg', 'poly3', '1', 'cha', 'cha', 'slide', '2', 'yeah', '3', 'slow', 'jamz', '6', 'toxic', '8', 'come', 'stop', '4', 'tone', 'txt']",0,1,0,1
518,1,"['credit', 'top', 'http//wwwbubbletextcom', 'renew', 'pin', 'tgxxrz']",1,0,0,0
519,0,"['way', 'transport', 'less', 'problemat', 'sat', 'night', 'way', 'u', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definit', 'nos', 'book', 'fri']",0,1,0,1
520,0,"['usual', 'person', 'unconsci', ""'s"", 'children', 'adult', 'may', 'behav', 'abnorm', 'ill', 'call']",0,1,0,1
521,0,"[""'s"", 'ebay', 'might', 'less', 'elsewher']",0,0,0,0
522,0,"['shall', 'come', 'get', 'pickl']",0,0,0,0
523,0,"['gon', 'na', 'go', 'get', 'taco']",0,0,0,0
524,0,"[""'s"", 'rude', 'campus']",0,0,0,0
525,1,"['urgent', 'mobil', 'award', '£2000', 'bonus', 'caller', 'prize', '02/09/03', '2nd', 'attempt', 'contact', 'call', '08718729755', 'box95qu']",0,1,0,1
526,0,"['hi', 'wo', ""n't"", 'b', 'ard', '4', 'christma', 'enjoy', 'n', 'merri', ""x'mas""]",0,1,0,0
527,1,"['today', ""'s"", 'offer', 'claim', 'ur', '£150', 'worth', 'discount', 'voucher', 'text', 'yes', '85023', 'savamob', 'member', 'offer', 'mobil', 'cs', '08717898035', '£300', 'sub', '16', 'unsub', 'repli', 'x']",0,1,0,1
528,0,"['yes', 'pretti', 'ladi', 'like', 'singl']",0,0,0,0
529,1,"['reciev', 'tone', 'within', 'next', '24hrs', 'term', 'condit', 'pleas', 'see', 'channel', 'u', 'teletext', 'pg', '750']",0,1,0,0
530,0,"['jay', 'say', 're', 'doublefaggot']",0,0,0,0
531,1,"['privat', '2003', 'account', 'statement', '07815296484', 'show', '800', 'unredeem', 'sim', 'point', 'call', '08718738001', 'identifi', 'code', '41782', 'expir', '18/11/04']",0,1,0,1
532,0,"['todaysundaysunday', 'holidayso', 'work']",0,0,0,0
533,0,"['gudnitetcpractic', 'go']",0,0,0,0
534,0,"['ll', 'late']",0,0,0,0
535,0,"['ve', 'call', 'hope', 'l8r', 'malaria', 'know', 'miss', 'guy', 'miss', 'bani', 'big', 'pls', 'give', 'love', 'especi', 'great', 'day']",0,1,0,1
536,0,"['good', 'afternoon', 'love', 'goe', 'day', 'hope', 'mayb', 'got', 'lead', 'job', 'think', 'boytoy', 'send', 'passion', 'kiss', 'across', 'sea']",0,1,0,0
537,0,"['probabl', 'gon', 'na', 'see', 'later', 'tonight', 'lt']",0,0,0,0
538,0,"['mayb', 'fat', 'finger', 'press', 'button', ""n't"", 'know']",0,0,0,0
539,0,"['ummmmmaah', 'mani', 'mani', 'happi', 'return', 'day', 'dear', 'sweet', 'heart', 'happi', 'birthday', 'dear']",0,1,0,0
540,0,"['tirupur', 'da', 'start', 'offic', 'call']",0,0,0,1
541,1,"['wwwapplausestorecom', 'monthlysubscript', '@', '50p/msg', 'max6/month', 'tcsc', 'web', 'age16', '2stop', 'txt', 'stop']",1,1,0,1
542,0,"['famous', 'quot', 'develop', 'abil', 'listen', 'anyth', ""'"", 'uncondit', 'without', 'lose', 'temper', 'self', 'confid', 'mean', 'marri', ""'""]",0,1,0,0
543,0,"['go', 'colleg', 'pa', 'els', 'ill', 'come', 'self', 'pa']",0,0,0,0
544,0,"['4', 'oclock', 'mine', 'bash', 'flat', 'plan']",0,0,0,0
545,0,"['girl', 'stay', 'bed', 'girl', ""n't"", 'need', 'recoveri', 'time', 'id', 'rather', 'pass', 'fun', 'coop', 'bed']",0,1,0,0
546,0,['special'],0,0,0,0
547,0,"['know', 'need', 'get', 'hotel', 'got', 'invit', 'apologis', 'cali', 'sweet', 'come', 'english', 'bloke', ""'s"", 'weddin']",0,1,0,0
548,0,"['sorri', 'took', 'long', 'omw']",0,0,0,0
549,0,"['wait', 'lt', '#', 'gt', 'min']",0,0,0,0
550,0,"['ok', 'give', '5', 'minut', 'think', 'see', 'btw', 're', 'alibi', 'cut', 'hair', 'whole', 'time']",0,1,0,0
551,0,"['imagin', 'final', 'get', 'sink', 'bath', 'put', 'pace', 'mayb', 'even', 'eat', 'left', 'also', 'imagin', 'feel', 'cage', 'cock', 'surround', 'bath', 'water', 'remind', 'alway', 'own', 'enjoy', 'cuck']",0,1,0,0
552,0,"['hurri', 've', 'weeddefici', 'like', 'three', 'day']",0,0,0,0
553,0,"['sure', 'get', 'acknowledg', ""'s"", 'astound', 'tactless', 'general', 'faggi', 'demand', 'blood', 'oath', 'fo']",0,1,0,0
554,0,"['ok', 'everi', 'night', 'take', 'warm', 'bath', 'drink', 'cup', 'milk', 'll', 'see', 'work', 'magic', 'still', 'need', 'loos', 'weight', 'know']",0,1,0,0
555,0,"['‘', 'look', 'fri', 'pan', 'case', '‘', 'cheap', 'book', 'perhap', '‘', 'silli', 'fri', 'pan', '‘', 'like', 'book']",0,1,1,0
556,0,"['well', 'uv', 'caus', 'mutat', 'sunscreen', 'like', 'essenti', 'theseday']",0,0,0,0
557,0,"['lunchyou', 'onlinewhi']",0,0,0,0
558,0,"['know', 'friend', 'alreadi', 'told']",0,0,0,0
559,0,"['hi', 'princess', 'thank', 'pic', 'pretti']",0,0,0,0
560,0,"['aiyo', 'u', 'alway', 'c', 'ex', 'one', 'dunno', 'abt', 'mei', 'repli', 'first', 'time', 'u', 'repli', 'fast', 'lucki', 'workin', 'huh', 'got', 'bao', 'ur', 'sugardad', 'ahge']",0,1,0,0
561,0,"['hi', 'msg', 'mei', ""'m"", 'offic']",0,0,0,0
562,0,"['thanx', '4', 'e', 'browni', ""'s"", 'v', 'nice']",0,0,0,0
563,0,"['geeeee', 'love', 'much', 'bare', 'stand']",0,0,0,0
564,1,"['gent', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', '£1000', 'prize', 'guarante', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', '150ppm']",0,1,0,1
565,0,"['fuck', 'babe', 'miss', 'alreadi', 'know', 'ca', ""n't"", 'let', 'send', 'money', 'toward', 'net', 'need', 'want', 'crave']",0,1,0,0
566,0,"['ill', 'call', 'u', '2mrw', 'ninish', 'address', 'icki', 'american', 'freek', 'wont', 'stop', 'callin', '2', 'bad', 'jen', 'k', 'eh']",0,1,0,1
567,0,"['oooh', 'bed', 'ridden', 'ey', 'think']",0,0,0,0
568,0,"['anyway', 'go', 'gym', 'whatev', 'love', '*smiles*', 'hope', 'ok', 'good', 'day', 'babe', 'miss', 'much', 'alreadi']",0,1,0,0
569,0,"['love', 'daddi', 'make', 'scream', 'pleasur', 'go', 'slap', 'ass', 'dick']",0,0,0,0
570,0,"['wot', 'u', 'wan', 'na', 'missi']",0,0,0,0
571,0,"['yar', 'lor', 'wait', '4', 'mum', '2', 'finish', 'sch', 'lunch', 'lor', 'whole', 'morn', 'stay', 'home', 'clean', 'room', 'room', 'quit', 'clean', 'hee']",0,1,0,1
572,0,"['know', 'lab', 'goggl', 'went']",0,0,0,0
573,0,"['open', 'door']",0,0,0,0
574,0,"['wait', 'call']",0,0,0,1
575,0,"['nope', 'wait', 'sch', '4', 'daddi']",0,0,0,0
576,1,"['1000', 'cash', '2000', 'prize', 'claim', 'call09050000327']",0,0,0,1
577,0,"[""'m"", 'tire', 'argu', 'week', 'week', 'want', 'll']",0,0,0,0
578,0,"['ü', 'wait', '4', 'sch', 'finish', 'ard', '5']",0,0,0,0
579,1,"['mobil', 'number', '£5000', 'claim', 'call', 'us', 'back', 'ring', 'claim', 'hot', 'line', '09050005321']",0,1,0,1
580,0,"['arngd', 'marriag', 'u', 'r', 'walkin', 'unfortunt', 'snake', 'bite', 'u', 'bt', 'love', 'marriag', 'danc', 'frnt', 'snake', 'amp', 'sayin', 'bite', 'bite']",0,1,1,0
581,0,"['huh', 'earli', 'ü', 'dinner', 'outsid', 'izzit']",0,0,0,0
582,0,"['ok', 'anyway', 'need', 'chang', 'said']",0,0,0,0
583,1,"['tri', 'contact', 'repli', 'offer', '750', 'min', '150', 'textand', 'new', 'video', 'phone', 'call', '08002988890', 'repli', 'free', 'deliveri', 'tomorrow']",0,1,0,1
584,0,"['exwif', 'abl', 'kid', 'want', 'kid', 'one', 'day']",0,0,0,0
585,0,"[""'s"", 'scotland', 'hope', 'show', 'jjc', 'tendenc', 'take', 'care', 'live', 'dream']",0,0,0,0
586,0,"['tell', 'u', 'headach', 'want', 'use', '1', 'hour', 'sick', 'time']",0,0,0,0
587,0,"['dun', 'thk', 'll', 'quit', 'yet', 'hmmm', 'go', 'jazz', 'yogasana', 'oso', 'go', 'meet', 'em', 'lesson', 'den']",0,1,0,0
588,0,"['pete', 'pleas', 'ring', 'meiv', 'hard', 'gotani', 'credit']",0,0,0,0
589,0,"['ya', 'srsli', 'better', 'yi', 'tho']",0,0,0,0
590,0,"[""'m"", 'meet', 'call', 'later']",0,0,0,1
591,1,"['ur', 'chanc', 'win', '£250', 'wkli', 'shop', 'spree', 'txt', 'shop', '80878', ""t'sc"", ""'s"", 'wwwtxt2shopcom', 'custcar', '08715705022', '1x150p/wk']",1,1,0,1
592,1,"['special', 'select', 'receiv', '2000', 'pound', 'award', 'call', '08712402050', 'line', 'close', 'cost', '10ppm', '16+', 'tcs', 'appli', 'ag', 'promo']",0,1,0,1
593,1,"['privat', '2003', 'account', 'statement', '07753741225', 'show', '800', 'unredeem', 'point', 'call', '08715203677', 'identifi', 'code', '42478', 'expir', '24/10/04']",0,1,0,1
594,0,"['still', 'grand', 'prix']",0,0,0,0
595,0,"['met', 'stranger', 'choos', 'friend', 'long', 'world', 'stand', 'friendship', 'never', 'end', 'let', 'friend', 'forev', 'gud', 'nitz']",0,1,0,0
596,0,['great'],0,0,0,0
597,0,"['gud', 'mrng', 'dear', 'nice', 'day']",0,0,0,0
598,1,"['import', 'custom', 'servic', 'announc', 'call', 'freephon', '0800', '542', '0825']",0,0,0,1
599,0,"['exhaust', 'train', 'morn', 'much', 'wine', 'pie', 'sleep', 'well']",0,0,0,0
600,0,"[""'m"", 'go', 'buy', 'mum', ""'s"", 'present', 'ar']",0,0,0,0
601,0,"['mind', 'blastin', 'tsunami', 'occur', 'rajnik', 'stop', 'swim', 'indian', 'oceand']",0,0,0,0
602,0,"['u', 'send', 'home', 'first', ""'s"", 'ok', 'lor', ""'m"", 'readi', 'yet']",0,0,0,0
603,0,"['speak', 'cash', 'yet']",0,0,0,0
604,0,"['happi', 'come', 'noon']",0,0,0,0
605,0,"['meet', 'lunch', 'la']",0,0,0,0
606,0,"['take', 'care', 'n', 'get', 'well', 'soon']",0,0,0,0
607,1,"['xclusiv', '@', 'clubsaisai', '2morow', '28/5', 'soire', 'special', 'zouk', 'nichol', 'parisfre', 'rose', '2', 'ladi', 'info', '07946746291/07880867867']",0,1,0,1
608,0,"['meant', 'say', 'cant', 'wait', 'see', 'u', 'get', 'bore', 'bridgwat', 'banter']",0,0,0,0
609,0,"['neva', 'mind', ""'s"", 'ok']",0,0,0,0
610,0,"[""'s"", 'fine', 'imma', 'get', 'drink', 'somethin', 'want', 'come', 'find']",0,0,0,0
611,1,"['22', 'day', 'kick', 'euro2004', 'u', 'kept', 'date', 'latest', 'news', 'result', 'daili', 'remov', 'send', 'get', 'txt', 'stop', '83222']",0,1,0,1
612,0,"['valentin', 'game', 'send', 'dis', 'msg', 'ur', 'friend', '5', 'answer', 'r', 'someon', 'realli', 'love', 'u', 'que', 'colour', 'suit', 'bestrpli']",0,1,0,0
613,0,"['mani', 'depend']",0,0,0,0
614,0,"['thanx4', 'today', 'cer', 'nice', '2', 'catch', 'ave', '2', 'find', 'time', 'often', 'oh', 'well', 'take', 'care', 'c', 'u', 'soonc']",0,1,0,1
615,0,"['call', 'said', 'himthen', 'choos', 'futur']",0,0,0,1
616,0,"['happi', 'valentin', 'day', 'know', 'earli', 'hundr', 'handsom', 'beauti', 'wish', 'thought', 'finish', 'aunti', 'uncl', '1st']",0,1,0,0
617,0,"['like', 'v', 'shock', 'leh', 'cos', 'tell', 'shuhui', 'like', 'tell', 'leona', 'also', 'like', 'dat', 'almost', 'know', 'liao', 'got', 'ask', 'abt', 'ur', 'reaction', 'lor']",0,1,1,0
618,0,"['famili', 'happi']",0,0,0,0
619,0,"['come', 'n', 'pick', 'ü', 'come', 'immedi', 'aft', 'ur', 'lesson']",0,0,0,0
620,0,"['let', 'snow', 'let', 'snow', 'kind', 'weather', 'bring', 'ppl', 'togeth', 'friendship', 'grow']",0,1,0,0
621,0,"['dear', 'got', 'lt', '#', 'gt', 'dollar', 'hi', 'hi']",0,0,0,0
622,0,"['good', 'word', 'word', 'may', 'leav', 'u', 'dismay', 'mani', 'time']",0,0,0,0
623,0,"['make', 'sure', 'alex', 'know', 'birthday', 'fifteen', 'minut', 'far', 're', 'concern']",0,0,0,0
624,0,"['sorri', 'got', 'thing', 'may', 'pub', 'later']",0,0,0,0
625,0,"['nah', ""'s"", 'straight', 'bring', 'bud', 'drink', 'someth', ""'s"", 'actual', 'littl', 'use', 'straight', 'cash']",0,1,0,0
626,0,"['haha', 'good', 'hear', ""'m"", 'offici', 'paid', 'market', '8th']",0,0,0,0
627,0,"['mani', 'lick', 'take', 'get', 'center', 'tootsi', 'pop']",0,0,0,0
628,0,"['yup', 'thk', 'r', 'e', 'teacher', 'said', 'make', 'face', 'look', 'longer', 'darren', 'ask', '2', 'cut', 'short']",0,1,0,1
629,1,"['new', 'textbuddi', 'chat', '2', 'horni', 'guy', 'ur', 'area', '4', '25p', 'free', '2', 'receiv', 'search', 'postcod', 'gaytextbuddycom', 'txt', 'one', 'name', '89693']",0,1,0,1
630,1,"['today', 'vodafon', 'number', 'end', '4882', 'select', 'receiv', '£350', 'award', 'number', 'match', 'call', '09064019014', 'receiv', '£350', 'award']",0,1,0,1
631,0,"['pleas', 'dont', 'say', 'like', 'hi', 'hi', 'hi']",0,0,1,0
632,0,"['thank', 'u']",0,0,0,0
633,0,"['oh', 'forward', 'messag', 'thought', 'send']",0,0,0,0
634,0,"['got', 'seventeen', 'pound', 'seven', 'hundr', 'ml', '–', 'hope', 'ok']",0,0,0,0
635,1,"['dear', 'voucher', 'holder', '2', 'claim', 'week', 'offer', 'pc', 'go', 'http//wwwetlpcouk/expressoff', 'tscs', 'apply2', 'stop', 'text', 'txt', 'stop', '80062']",1,1,0,1
636,0,"['n', 'funni']",0,0,0,0
637,0,"['sweetheart', 'hope', 'kind', 'day', 'one', 'load', 'reason', 'smile', 'biola']",0,0,0,0
638,0,"['ü', 'login', 'dat', 'time', 'dad', 'fetch', 'ü', 'home']",0,0,0,0
639,0,"['shower', 'babi']",0,0,0,0
640,0,"['askd', 'u', 'question', 'hour', 'answer']",0,0,0,0
641,0,"['well', 'imma', 'definit', 'need', 'restock', 'thanksgiv', 'll', 'let', 'know', ""'m""]",0,0,0,0
642,0,"['said', 'kiss', 'kiss', 'ca', ""n't"", 'sound', 'effect', 'gorgeous', 'man', ""n't"", 'kind', 'person', 'need', 'smile', 'brighten', 'day']",0,1,0,0
643,0,"['probabl', 'gon', 'na', 'swing', 'wee', 'bit']",0,0,0,0
644,0,"['ya', 'nice', 'readi', 'thursday']",0,0,0,0
645,0,"['allo', 'brave', 'buse', 'taken', 'train', 'triumph', 'mean', '‘', 'b', '‘', 'ham', 'jolli', 'good', 'rest', 'week']",0,1,0,0
646,0,"['watch', 'cartoon', 'listen', 'music', 'amp', 'eve', 'go', 'templ', 'amp', 'church', 'u']",0,1,0,0
647,0,"['mind', 'ask', 'happen', 'dont', 'say', 'uncomfort']",0,0,0,0
648,1,"['privat', '2003', 'account', 'statement', 'show', '800', 'unredeem', 'point', 'call', '08715203694', 'identifi', 'code', '40533', 'expir', '31/10/04']",0,1,0,1
649,0,"['prob', 'send', 'email']",0,0,0,0
650,1,"['1000', 'cash', '2000', 'prize', 'claim', 'call09050000327', 'tc', 'rstm', 'sw7', '3ss', '150ppm']",0,1,0,1
651,0,"['that', 'cool', 'sometim', 'slow', 'gentl', 'sonetim', 'rough', 'hard']",0,0,0,0
652,0,"[""'m"", 'gon', 'na', 'say', 'sorri', 'would', 'normal', 'start', 'panic', 'time', 'sorri', 'see', 'tuesday']",0,1,0,0
653,0,"['wait', 'know', 'wesley', 'town', 'bet', 'hella', 'drug']",0,0,0,0
654,0,"['fine', 'miss', 'much']",0,0,0,0
655,0,"['u', 'got', 'person', 'stori']",0,0,0,0
656,0,"['tell', 'drug', 'dealer', ""'s"", 'get', 'impati']",0,0,0,0
657,0,"['sun', 'cant', 'come', 'earth', 'send', 'luv', 'ray', 'cloud', 'cant', 'come', 'river', 'send', 'luv', 'rain', 'cant', 'come', 'meet', 'u', 'send', 'care', 'msg', 'u', 'gud', 'evng']",0,1,1,0
658,0,"['place', 'man']",0,0,0,0
659,0,"['doesnt', 'make', 'sens', 'take', 'unless', 'free', 'need', 'know', 'wikipediacom']",0,0,0,1
660,1,"['88800', '89034', 'premium', 'phone', 'servic', 'call', '08718711108']",0,0,0,1
661,0,"['sea', 'lay', 'rock', 'rock', 'envelop', 'envelop', 'paper', 'paper', '3', 'word', ""'""]",0,1,0,0
662,0,"['mum', ""'s"", 'repent']",0,0,0,0
663,0,"['sorri', 'go', 'home', 'first', 'daddi', 'come', 'fetch', 'ü', 'later']",0,0,0,0
664,0,"['leav', 'de', 'start', 'prepar', 'next']",0,0,0,0
665,0,"['yes', 'babi', 'studi', 'posit', 'kama', 'sutra']",0,0,0,0
666,0,"['en', 'chikku', 'nang', 'bakra', 'msg', 'kalstiyathen', 'tea/coffe']",0,0,0,0
667,0,"['carlo', 'll', 'minut', 'still', 'need', 'buy']",0,0,0,0
668,0,"['pay', 'ltdecimalgt', 'lakh']",0,0,0,0
669,0,"['good', 'even', 'ttyl']",0,0,0,0
670,0,"['u', 'receiv', 'msg']",0,0,0,0
671,0,"['ho', 'ho', 'big', 'belli', 'laugh', 'see', 'ya', 'tomo']",0,0,0,0
672,1,"['sms', 'ac', 'sun0819', 'post', 'helloyou', 'seem', 'cool', 'want', 'say', 'hi', 'hi', 'stop', 'send', 'stop', '62468']",0,1,0,0
673,1,"['get', 'ur', '1st', 'rington', 'free', 'repli', 'msg', 'tone', 'gr8', 'top', '20', 'tone', 'phone', 'everi', 'week', '£150', 'per', 'wk', '2', 'opt', 'send', 'stop', '08452810071', '16']",0,1,0,1
674,0,"['ditto', 'wo', ""n't"", 'worri', 'say', 'anyth', 'anymor', 'like', 'said', 'last', 'night', 'whatev', 'want', 'll', 'peac']",0,1,0,0
675,0,"['ve', 'got', 'lt', '#', 'gt', 'way', 'could', 'pick']",0,0,0,0
676,0,"['dont', 'knw', 'pa', 'drink', 'milk']",0,0,0,0
677,0,"['mayb', 'say', 'hi', 'find', 'got', 'card', 'great', 'escap', 'wetherspoon']",0,0,0,0
678,0,"['piggi', 'r', 'u', 'awak', 'bet', 'u', 're', 'still', 'sleep', ""'m"", 'go', '4', 'lunch']",0,1,0,0
679,0,"['caus', ""'m"", 'freaki', 'lol']",0,0,0,0
680,0,"['miss', 'call', 'caus', 'yell', 'scrappi', 'miss', 'u', 'ca', ""n't"", 'wait', 'u', 'come', 'home', ""'m"", 'lone', 'today']",0,1,0,1
681,0,"['hex', ""'"", 'place', 'talk', 'explain']",0,0,0,0
682,0,"['ü', 'log', '4', 'wat', ""'s"", 'sdryb8i']",0,0,0,0
683,0,"['xy', 'go', '4', 'e', 'lunch']",0,0,0,0
684,1,"['hi', ""'m"", 'sue', '20', 'year', 'old', 'work', 'lapdanc', 'love', 'sex', 'text', 'live', ""'m"", 'bedroom', 'text', 'sue', '89555', 'textoper', 'g2', '1da', '150ppmsg', '18+']",0,1,0,0
685,0,"['want', 'ask', 'ü', 'wait', '4', 'finish', 'lect', 'cos', 'lect', 'finish', 'hour', 'anyway']",0,1,0,0
686,0,"['finish', 'work', 'yet']",0,0,0,0
687,0,"['everi', 'king', 'cri', 'babi', 'everi', 'great', 'build', 'map', 'imprtant', 'u', 'r', 'today', 'u', 'wil', 'reach', 'tomorw', 'gud', 'ni8']",0,1,0,0
688,0,"['dearm', 'cherthalain', 'case', 'u', 'r', 'come', 'cochin', 'pls', 'call', 'bfore', 'u', 'starti', 'shall', 'also', 'reach', 'accordinglyor', 'tell', 'day', 'u', 'r', 'comingtmorow', 'engag', 'an', 'holiday']",0,1,1,1
689,0,"['thank', 'love', 'torch', 'bold']",0,0,0,0
690,1,"['forward', '448712404000pleas', 'call', '08712404000', 'immedi', 'urgent', 'messag', 'wait']",0,0,0,1
691,0,"['farm', 'open']",0,0,0,0
692,0,"['sorri', 'troubl', 'u', 'buy', '4d', 'dad', '1405', '1680', '1843', '2', 'big', '1', 'small', 'sat', 'n', 'sun', 'thanx']",0,1,0,1
693,0,"['sister', 'law', 'hope', 'great', 'month', 'say', 'hey', 'abiola']",0,0,0,0
694,0,"['purchas', 'stuff', 'today', 'mail', 'po', 'box', 'number']",0,0,0,0
695,0,"['ah', 'poop', 'look', 'like', 'ill', 'prob', 'send', 'laptop', 'get', 'fix', 'cuz', 'gpu', 'problem']",0,1,0,0
696,0,"['good', 'good', 'job', 'like', 'entrepreneur']",0,0,0,0
697,0,"['aight', 'close', 'still', 'around', 'alex', ""'s"", 'place']",0,0,0,0
698,0,"['meet', 'corpor', 'st', 'outsid', 'gap', '…', 'see', 'mind', 'work']",0,0,0,0
699,0,"['mum', 'ask', 'ü', 'buy', 'food', 'home']",0,0,0,0
700,0,"['ku', 'also', 'dont', 'msg', 'repli', 'msg']",0,0,0,0
701,0,"['much', 'r', 'ü', 'will', 'pay']",0,0,0,0
702,0,"['sorri', 'll', 'call', 'later']",0,0,0,1
703,0,"['import', 'prevent', 'dehydr', 'give', 'enough', 'fluid']",0,0,0,0
704,0,"['that', 'bit', 'weird', 'even', 'suppos', 'happen', 'good', 'idea', 'sure', 'pub']",0,0,0,0
705,0,"['true', 'deari', 'sat', 'pray', 'even', 'felt', 'soso', 'sms', ""'d"", 'time']",0,0,0,0
706,0,"[""n't"", 'think', 'get', 'away', 'trek', 'long', 'famili', 'town', 'sorri']",0,0,0,0
707,0,"['wan', 'na', 'gym', 'harri']",0,0,0,0
708,0,"['quit', 'late', 'lar', 'ard', '12', 'anyway', 'wun', 'b', 'drivin']",0,0,0,0
709,1,"['review', 'keep', 'fantast', 'nokia', 'ngage', 'game', 'deck', 'club', 'nokia', 'go', '2', 'wwwcnupdatescom/newslett', 'unsubscrib', 'alert', 'repli', 'word']",1,1,0,1
710,1,"['4mths', 'half', 'price', 'orang', 'line', 'rental', 'latest', 'camera', 'phone', '4', 'free', 'phone', '11mths+', 'call', 'mobilesdirect', 'free', '08000938767', 'updat', 'or2stoptxt', 'tcs']",0,1,0,1
711,0,"['height', 'confid', 'aeronaut', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplan', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'student', 'dey', 'hurri', 'plane', 'bt', '1', 'didnt', 'move', 'saidif', 'made', 'studentsthi', 'wont', 'even', 'start', 'datz', 'confid']",0,1,1,1
712,0,"['seem', 'like', 'weird', 'time', 'night', 'g', 'want', 'come', 'smoke', 'day', 'shitstorm', 'attribut', 'alway', 'come', 'make', 'everyon', 'smoke']",0,1,0,0
713,1,"['08714712388', '10am7pm', 'cost', '10p']",0,0,0,0
714,0,"['save', 'stress', 'person', 'dorm', 'account', 'send', 'account', 'detail', 'money', 'sent']",0,0,0,0
715,0,"['also', 'know', 'lunch', 'menu', 'da', 'know']",0,0,0,0
716,0,"['stuff', 'sell', 'ill', 'tell']",0,0,0,0
717,1,"['+449071512431', 'urgent', '2nd', 'attempt', 'contact', 'uu', '£1250', 'call', '09071512433', 'b4', '050703', 'tcsbcm4235wc1n3xx', 'callcost', '150ppm', 'mobilesvari', 'max£7', '50']",0,1,0,1
718,0,"['book', 'lesson', 'msg', 'call', 'work', 'sth', ""'m"", 'go', 'get', 'spec', 'membership', 'px3748']",0,1,0,1
719,1,"['guarante', '£1000', 'cash', '£2000', 'prize', 'claim', 'yr', 'prize', 'call', 'custom', 'servic', 'repres', '08714712394', '10am7pm']",0,1,0,1
720,0,"['macha', 'dont', 'feel', 'upseti', 'assum', 'mindsetbeliev', 'one', 'even', 'wonder', 'plan', 'uslet', 'life', 'begin', 'againcal', 'anytim']",0,1,0,0
