,label,F1,F2,F3
1248,ham,0,4,1
1249,ham,0,18,5
1250,ham,0,4,1
1251,ham,0,4,1
1252,ham,0,2,1
1253,ham,0,9,1
1254,ham,0,6,1
1255,ham,0,13,1
1256,ham,0,5,1
1257,spam,0,16,1
1258,ham,0,3,1
1259,ham,0,8,1
1260,ham,0,10,1
1261,ham,0,13,1
1262,ham,0,14,1
1263,ham,0,12,2
1264,ham,0,3,1
1265,ham,0,20,1
1266,spam,0,16,1
1267,ham,0,21,2
1268,ham,0,5,1
1269,ham,0,7,1
1270,ham,0,4,1
1271,ham,0,33,3
1272,ham,0,4,1
1273,ham,0,2,1
1274,ham,0,1,1
1275,ham,0,1,1
1276,ham,0,8,1
1277,ham,0,4,1
1278,ham,0,18,2
1279,spam,0,20,3
1280,ham,0,5,2
1281,ham,0,4,1
1282,ham,0,4,1
1283,ham,0,4,1
1284,ham,0,14,2
1285,spam,1,12,1
1286,ham,0,18,2
1287,ham,0,4,1
1288,ham,0,8,1
1289,ham,0,11,1
1290,ham,0,1,1
1291,ham,0,6,1
1292,ham,0,4,1
1293,ham,0,6,1
1294,ham,0,37,4
1295,ham,0,7,1
1296,ham,0,6,1
1297,spam,1,12,2
1298,ham,0,12,1
1299,ham,0,9,1
1300,ham,0,4,1
1301,ham,0,6,1
1302,spam,0,16,1
1303,spam,0,5,1
1304,ham,0,2,1
1305,ham,0,5,1
1306,ham,0,6,1
1307,ham,0,11,2
1308,ham,0,2,1
1309,ham,0,8,2
1310,ham,0,7,1
1311,ham,0,5,1
1312,ham,0,6,1
1313,ham,0,5,1
1314,spam,0,16,1
1315,spam,0,18,3
1316,ham,0,4,1
1317,ham,0,3,1
1318,ham,0,12,2
1319,ham,0,3,1
1320,spam,0,18,1
1321,ham,0,18,1
1322,ham,0,6,1
1323,ham,0,13,2
1324,spam,0,21,1
1325,ham,0,2,1
1326,ham,0,5,1
1327,ham,0,5,1
1328,ham,0,8,1
1329,ham,0,20,2
1330,ham,0,9,1
1331,ham,0,5,1
1332,spam,1,21,2
1333,ham,0,4,1
1334,ham,0,5,1
1335,ham,0,22,2
1336,ham,0,5,1
1337,ham,0,12,2
1338,spam,0,19,2
1339,ham,0,5,1
1340,ham,0,5,1
1341,ham,0,4,1
1342,ham,0,21,3
1343,ham,0,4,1
1344,ham,0,6,1
1345,ham,0,6,2
1346,ham,0,3,1
1347,ham,0,3,1
1348,ham,0,2,1
1349,ham,0,3,1
1350,ham,0,4,1
1351,ham,0,11,1
1352,ham,0,5,1
1353,ham,0,14,1
1354,ham,0,5,1
1355,ham,0,6,1
1356,ham,0,9,2
1357,ham,0,3,1
1358,ham,0,5,1
1359,ham,0,6,1
1360,ham,0,4,1
1361,spam,0,11,1
1362,ham,0,15,1
1363,spam,0,26,2
1364,spam,0,13,1
1365,ham,0,9,1
1366,ham,0,13,2
1367,ham,0,4,1
1368,ham,0,14,3
1369,ham,0,8,1
1370,ham,0,51,3
1371,ham,0,5,1
1372,ham,0,10,1
1373,ham,0,14,1
1374,ham,0,1,1
1375,ham,0,5,1
1376,ham,0,8,1
1377,ham,0,8,1
1378,ham,0,32,5
1379,ham,0,7,1
1380,ham,0,4,1
1381,ham,0,27,2
1382,ham,0,8,1
1383,ham,0,2,1
1384,ham,0,6,1
1385,ham,0,10,1
1386,ham,0,3,1
1387,ham,0,2,1
1388,spam,0,21,1
1389,ham,0,4,1
1390,ham,0,7,1
1391,ham,0,8,2
1392,ham,0,4,1
1393,ham,0,4,1
1394,ham,0,4,1
1395,ham,0,4,1
1396,ham,0,7,1
1397,ham,0,2,1
1398,spam,0,18,2
1399,ham,0,14,2
1400,ham,0,3,1
1401,ham,0,9,1
1402,ham,0,4,1
1403,ham,0,10,1
1404,ham,0,8,1
1405,ham,0,3,1
1406,ham,0,4,1
1407,ham,0,6,2
1408,ham,0,21,4
1409,ham,0,3,1
1410,spam,0,22,2
1411,ham,0,3,1
1412,spam,0,20,2
1413,ham,0,3,1
1414,ham,0,3,1
1415,ham,0,15,2
1416,spam,1,16,1
1417,ham,0,7,1
1418,ham,0,15,2
1419,ham,0,5,1
1420,ham,0,3,1
1421,ham,0,10,1
1422,ham,0,9,2
1423,spam,0,20,1
1424,ham,0,8,1
1425,ham,0,7,1
1426,ham,0,7,1
1427,ham,0,13,2
1428,ham,0,5,2
1429,ham,0,16,2
1430,ham,0,11,2
1431,ham,0,3,1
1432,ham,0,4,1
1433,ham,0,0,[]
1434,ham,0,7,1
1435,ham,0,7,1
1436,ham,0,4,1
1437,ham,0,7,1
1438,spam,0,22,3
1439,spam,0,17,1
1440,spam,0,26,2
1441,ham,0,14,1
1442,ham,0,5,1
1443,ham,0,2,1
1444,ham,0,2,1
1445,ham,0,7,1
1446,ham,0,29,4
1447,ham,0,3,1
1448,spam,0,21,2
1449,spam,0,23,2
1450,ham,0,9,1
1451,ham,0,4,1
1452,ham,0,2,1
1453,ham,0,14,2
1454,ham,0,2,1
1455,ham,0,17,3
1456,ham,0,13,2
1457,ham,0,9,1
1458,ham,0,6,1
1459,ham,0,15,2
1460,ham,0,6,1
1461,ham,0,3,1
1462,ham,0,23,3
1463,spam,0,24,1
1464,ham,0,5,1
1465,ham,0,6,2
1466,ham,0,5,1
1467,ham,0,5,1
1468,ham,0,4,1
1469,ham,0,9,2
1470,ham,0,3,1
1471,ham,0,8,2
1472,ham,0,9,1
1473,ham,0,8,1
1474,ham,0,7,1
1475,ham,0,4,1
1476,ham,0,9,1
1477,ham,0,12,2
1478,ham,0,4,1
1479,ham,0,22,2
1480,ham,0,1,1
1481,spam,0,15,1
1482,spam,0,21,1
1483,ham,0,4,1
1484,ham,0,4,1
1485,ham,0,12,1
1486,ham,0,3,1
1487,ham,0,3,1
1488,ham,0,5,1
1489,ham,0,16,1
1490,ham,0,7,1
1491,ham,0,27,3
1492,ham,0,20,1
1493,ham,0,12,2
1494,ham,0,9,1
1495,spam,0,6,1
1496,ham,0,15,1
1497,ham,0,3,1
1498,ham,0,37,4
1499,ham,0,6,1
1500,ham,0,3,1
1501,ham,0,3,1
1502,spam,0,15,1
1503,ham,0,12,1
1504,ham,0,8,1
1505,ham,0,3,1
1506,ham,0,12,1
1507,ham,0,13,3
1508,ham,0,27,5
1509,ham,0,3,1
1510,ham,0,4,1
1511,spam,0,12,2
1512,ham,0,12,1
1513,ham,0,2,1
1514,ham,0,4,1
1515,ham,0,4,1
1516,ham,0,4,1
1517,ham,0,9,2
1518,ham,0,3,1
1519,ham,0,11,1
1520,spam,0,18,1
1521,ham,0,22,3
1522,ham,0,26,6
1523,ham,0,3,1
1524,ham,0,13,1
1525,ham,0,9,1
1526,spam,0,14,1
1527,ham,0,10,2
1528,ham,0,2,1
1529,spam,0,24,2
1530,ham,0,14,2
1531,ham,0,16,1
1532,ham,0,8,1
1533,ham,0,12,1
1534,ham,0,2,1
1535,ham,0,5,1
1536,ham,0,6,1
1537,ham,0,3,1
1538,ham,0,2,1
1539,spam,0,20,2
1540,spam,0,11,1
1541,ham,0,16,2
1542,ham,0,8,1
1543,ham,0,63,15
1544,ham,0,13,1
1545,ham,0,5,1
1546,ham,0,11,1
1547,ham,0,6,2
1548,ham,0,2,1
1549,ham,0,3,1
1550,ham,0,18,1
1551,ham,0,12,2
1552,ham,0,7,1
1553,ham,0,4,1
1554,ham,0,7,1
1555,ham,0,10,2
1556,ham,0,9,1
1557,ham,0,36,3
1558,ham,0,8,1
1559,ham,0,5,1
1560,ham,0,15,2
1561,ham,0,22,2
1562,ham,0,4,1
1563,ham,0,1,1
1564,ham,0,4,1
1565,ham,0,5,1
1566,ham,0,3,1
1567,spam,0,23,1
1568,ham,0,2,1
1569,spam,1,12,1
1570,ham,0,8,1
1571,ham,0,2,1
1572,ham,0,3,1
1573,spam,0,14,1
1574,ham,0,4,1
1575,ham,0,6,1
1576,ham,0,13,2
1577,ham,0,8,1
1578,ham,0,3,1
1579,ham,0,3,1
1580,ham,0,16,3
1581,ham,0,11,2
1582,ham,0,5,1
1583,ham,0,21,2
1584,ham,0,3,1
1585,ham,0,7,1
1586,ham,0,1,1
1587,ham,0,7,1
1588,ham,0,5,1
1589,ham,0,12,2
1590,ham,0,4,1
1591,ham,0,18,2
1592,ham,0,17,1
1593,ham,0,9,1
1594,ham,0,6,1
1595,ham,0,3,1
1596,ham,0,8,1
1597,ham,0,3,1
1598,ham,0,3,1
1599,ham,0,4,1
1600,ham,0,7,1
1601,ham,0,3,1
1602,spam,0,15,2
1603,ham,0,16,1
1604,ham,0,2,1
1605,ham,0,5,1
1606,ham,0,18,4
1607,ham,0,3,1
1608,ham,0,2,1
1609,spam,0,22,2
1610,ham,0,10,1
1611,ham,0,26,4
1612,ham,0,4,1
1613,ham,0,16,3
1614,ham,0,22,2
1615,ham,0,5,1
1616,ham,0,2,1
1617,ham,0,5,2
1618,spam,0,24,2
1619,ham,0,5,1
1620,ham,0,5,1
1621,ham,0,10,1
1622,ham,0,6,1
1623,ham,0,7,1
1624,ham,0,4,2
1625,ham,0,18,2
1626,ham,0,11,1
1627,ham,0,9,1
1628,ham,0,7,1
1629,ham,0,3,1
1630,ham,0,6,1
1631,ham,0,7,1
1632,ham,0,8,1
1633,ham,0,9,1
1634,ham,0,5,1
1635,ham,0,3,1
1636,ham,0,11,1
1637,ham,0,5,1
1638,ham,0,2,1
1639,ham,0,26,3
1640,ham,0,16,1
1641,ham,0,4,1
1642,ham,0,12,1
1643,ham,0,5,1
1644,ham,0,8,1
1645,spam,0,16,1
1646,ham,0,4,1
1647,ham,0,39,6
1648,spam,0,18,2
1649,ham,0,10,1
1650,ham,0,3,1
1651,ham,0,11,1
1652,ham,0,9,2
1653,ham,0,7,1
1654,ham,0,6,1
1655,ham,0,4,1
1656,ham,0,3,1
1657,ham,0,5,1
1658,ham,0,6,1
1659,ham,0,3,1
1660,ham,0,3,1
1661,spam,0,17,1
1662,ham,0,3,1
1663,ham,0,6,1
1664,spam,0,23,3
1665,ham,0,11,2
1666,ham,0,6,1
1667,ham,0,7,1
1668,ham,0,4,1
1669,ham,0,14,1
1670,ham,0,7,1
1671,ham,0,4,1
1672,ham,0,6,1
1673,ham,0,7,1
1674,ham,0,5,1
1675,ham,0,15,1
1676,spam,0,13,2
1677,ham,0,8,1
1678,ham,0,10,2
1679,ham,0,5,2
1680,ham,0,16,1
1681,spam,0,21,1
1682,spam,0,8,1
1683,ham,0,47,2
1684,ham,0,6,1
1685,ham,0,10,2
1686,ham,0,17,1
1687,spam,1,15,3
1688,ham,0,11,2
1689,ham,0,5,1
1690,ham,0,3,1
1691,ham,0,5,2
1692,ham,0,13,1
1693,ham,0,3,1
1694,ham,0,4,1
1695,ham,0,5,1
1696,spam,0,11,1
1697,ham,0,3,1
1698,ham,0,5,1
1699,ham,0,10,1
1700,ham,0,3,1
1701,ham,0,4,1
1702,ham,0,5,1
1703,ham,0,3,1
1704,ham,0,2,1
1705,ham,0,38,3
1706,ham,0,9,2
1707,ham,0,7,1
1708,ham,0,4,1
1709,ham,0,3,1
1710,ham,0,10,2
1711,ham,0,4,1
1712,ham,0,3,1
1713,ham,0,8,2
1714,ham,0,3,1
1715,ham,0,7,1
1716,ham,0,15,2
1717,ham,0,12,1
1718,ham,0,3,1
1719,spam,0,14,1
1720,ham,0,5,1
1721,spam,0,16,2
1722,ham,0,1,1
1723,ham,0,11,1
1724,ham,0,4,1
1725,ham,0,3,1
1726,ham,0,12,1
1727,ham,0,3,1
1728,ham,0,4,1
1729,ham,0,16,2
1730,ham,0,5,1
1731,ham,0,2,1
1732,ham,0,12,2
1733,ham,0,14,2
1734,ham,0,21,2
1735,ham,0,5,1
1736,ham,0,3,1
1737,ham,0,7,1
1738,ham,0,7,1
1739,spam,0,16,1
1740,spam,0,14,1
1741,spam,0,18,3
1742,spam,0,19,2
1743,spam,0,26,2
1744,ham,0,2,1
1745,ham,0,10,1
1746,ham,0,15,1
1747,ham,0,4,1
1748,spam,0,13,2
1749,ham,0,11,2
1750,ham,0,6,1
1751,ham,0,1,1
1752,ham,0,2,1
1753,ham,0,9,1
1754,ham,0,15,1
1755,ham,0,5,1
1756,ham,0,23,2
1757,ham,0,2,1
1758,ham,0,5,1
1759,ham,0,22,2
1760,ham,0,11,1
1761,ham,0,26,2
1762,ham,0,4,1
1763,ham,0,32,4
1764,ham,0,5,1
1765,ham,0,8,1
1766,spam,0,17,1
1767,ham,0,5,1
1768,ham,0,2,1
1769,ham,0,4,1
1770,ham,0,10,1
1771,ham,0,21,2
1772,ham,0,7,1
1773,ham,0,1,1
1774,ham,0,23,1
1775,ham,0,7,1
1776,ham,0,3,1
1777,ham,0,3,1
1778,spam,0,20,2
1779,ham,0,14,2
1780,ham,0,11,1
1781,ham,0,16,2
1782,ham,0,7,1
1783,ham,0,6,1
1784,ham,0,21,2
1785,ham,0,7,1
1786,ham,0,4,1
1787,ham,0,6,1
1788,ham,0,16,2
1789,ham,0,4,1
1790,ham,0,5,1
1791,ham,0,16,2
1792,ham,0,3,1
1793,ham,0,7,1
1794,ham,0,31,3
1795,spam,0,12,1
1796,ham,0,9,2
1797,ham,0,4,1
1798,ham,0,2,1
1799,ham,0,15,1
1800,ham,0,7,1
1801,ham,0,7,2
1802,ham,0,13,1
1803,ham,0,3,1
1804,spam,0,26,2
1805,ham,0,18,2
1806,ham,0,8,1
1807,ham,0,5,1
1808,ham,0,2,1
1809,ham,0,3,1
1810,ham,0,6,1
1811,spam,0,18,1
1812,spam,0,21,5
1813,spam,1,16,2
1814,ham,0,6,1
1815,ham,0,5,1
1816,spam,0,18,2
1817,ham,0,13,2
1818,ham,0,12,2
1819,ham,0,5,1
1820,spam,0,20,2
1821,ham,0,9,1
1822,ham,0,9,1
1823,ham,0,6,1
1824,ham,0,5,1
1825,ham,0,2,1
1826,spam,0,13,2
1827,ham,0,6,1
1828,ham,0,5,1
1829,ham,0,5,1
1830,ham,0,1,1
1831,ham,0,5,1
1832,ham,0,7,1
1833,ham,0,3,1
1834,ham,0,17,2
1835,ham,0,3,1
1836,ham,0,7,1
1837,ham,0,17,1
1838,ham,0,5,2
1839,spam,0,27,3
1840,ham,0,10,2
1841,ham,0,7,1
1842,ham,0,7,1
1843,ham,0,3,1
1844,ham,0,4,1
1845,ham,0,14,3
1846,ham,0,18,2
1847,ham,0,14,1
1848,ham,0,4,1
1849,ham,0,7,1
1850,ham,0,14,1
1851,spam,0,21,2
1852,ham,0,14,1
1853,ham,0,14,1
1854,ham,0,4,1
1855,spam,0,21,2
1856,ham,0,4,1
1857,ham,0,2,1
1858,ham,0,5,1
1859,ham,0,6,1
1860,ham,0,5,1
1861,ham,0,6,1
1862,ham,0,7,1
1863,ham,0,3,1
1864,ham,0,11,1
1865,ham,0,13,1
1866,ham,0,7,1
1867,ham,0,14,1
1868,ham,0,3,1
1869,ham,0,4,1
1870,ham,0,6,1
1871,ham,0,15,1
1872,ham,0,5,1
1873,spam,0,14,2
1874,ham,0,2,1
1875,ham,0,7,1
1876,ham,0,5,2
1877,ham,0,4,1
1878,ham,0,6,1
1879,ham,0,3,1
1880,ham,0,3,1
1881,ham,0,9,2
1882,ham,0,3,1
1883,ham,0,13,1
1884,ham,0,7,1
1885,ham,0,5,1
1886,ham,0,3,1
1887,ham,0,6,2
1888,ham,0,2,1
1889,ham,0,5,1
1890,ham,0,3,1
1891,ham,0,6,1
1892,ham,0,5,1
1893,ham,0,43,4
1894,ham,0,4,1
1895,ham,0,7,1
1896,ham,0,5,1
1897,ham,0,37,4
1898,ham,0,6,1
1899,ham,0,2,1
1900,spam,0,2,1
1901,ham,0,9,2
1902,ham,0,6,1
1903,ham,0,8,2
1904,ham,0,8,1
1905,ham,0,4,1
1906,ham,0,9,1
1907,ham,0,6,1
1908,ham,0,7,1
1909,ham,0,6,1
1910,ham,0,10,1
1911,ham,0,6,1
1912,ham,0,7,1
1913,spam,0,17,1
1914,ham,0,4,1
1915,ham,0,8,1
1916,ham,0,2,1
1917,ham,0,13,1
1918,ham,0,6,1
1919,spam,0,21,2
1920,ham,0,38,2
1921,spam,0,7,1
1922,ham,0,23,1
1923,ham,0,7,2
1924,ham,0,12,1
1925,ham,0,3,1
1926,ham,0,2,1
1927,spam,1,21,2
1928,ham,0,7,1
1929,ham,0,14,2
1930,ham,0,4,1
1931,ham,0,9,1
1932,ham,0,6,1
1933,ham,0,13,1
1934,ham,0,28,4
1935,ham,0,32,5
1936,ham,0,10,1
1937,ham,0,7,2
1938,ham,0,5,1
1939,ham,0,11,1
1940,ham,0,34,3
1941,ham,0,9,1
1942,ham,0,3,1
1943,ham,0,4,1
1944,ham,0,5,1
1945,ham,0,13,1
1946,spam,1,21,2
1947,ham,0,11,2
1948,ham,0,22,2
1949,ham,0,5,1
1950,ham,0,6,1
1951,ham,0,12,1
1952,ham,0,9,1
1953,spam,0,20,2
1954,ham,0,2,1
1955,ham,0,7,1
1956,ham,0,12,1
1957,spam,0,19,2
1958,ham,0,9,1
1959,ham,0,4,1
1960,ham,0,5,1
1961,spam,0,16,1
1962,ham,0,19,2
1963,ham,0,16,2
1964,ham,0,5,1
1965,ham,0,4,1
1966,ham,0,7,1
1967,ham,0,10,1
1968,ham,0,9,2
1969,ham,0,3,1
1970,ham,0,5,1
1971,ham,0,4,1
1972,ham,0,23,2
1973,ham,0,30,9
1974,ham,0,7,1
1975,ham,0,14,1
1976,spam,1,6,1
1977,ham,0,6,1
1978,ham,0,4,1
1979,spam,0,15,1
1980,spam,0,20,1
1981,ham,0,3,1
1982,spam,0,18,2
1983,ham,0,5,1
1984,ham,0,4,1
1985,spam,0,15,1
1986,spam,0,18,1
1987,ham,0,5,1
1988,ham,0,10,2
1989,ham,0,10,1
1990,ham,0,3,1
1991,ham,0,7,2
1992,ham,0,14,2
1993,ham,0,8,1
1994,ham,0,22,2
1995,ham,0,5,1
1996,ham,0,4,1
1997,ham,0,4,1
1998,ham,0,4,1
1999,ham,0,7,1
2000,ham,0,6,1
2001,ham,0,4,1
2002,ham,0,10,1
2003,ham,0,5,1
2004,ham,0,8,1
2005,ham,0,10,2
2006,ham,0,14,2
2007,ham,0,13,1
2008,ham,0,3,1
2009,ham,0,4,1
2010,ham,0,3,1
2011,ham,0,8,1
2012,spam,0,16,1
2013,ham,0,4,1
2014,ham,0,6,1
2015,ham,0,6,1
2016,spam,0,12,1
2017,ham,0,9,2
2018,ham,0,19,2
2019,ham,0,17,1
2020,spam,0,20,1
2021,ham,0,4,2
2022,ham,0,6,1
2023,ham,0,13,2
2024,ham,0,4,1
2025,ham,0,10,1
2026,spam,0,2,1
2027,ham,0,9,2
2028,ham,0,4,2
2029,ham,0,22,1
2030,ham,0,7,1
2031,ham,0,10,1
2032,ham,0,7,1
2033,ham,0,3,1
2034,spam,0,17,2
2035,ham,0,7,2
2036,ham,0,15,2
2037,ham,0,19,2
2038,ham,0,19,1
2039,ham,0,5,1
2040,ham,0,22,1
2041,spam,0,20,2
2042,spam,0,15,1
2043,ham,0,1,1
2044,ham,0,9,1
2045,spam,0,8,1
2046,ham,0,4,1
2047,ham,0,3,1
2048,ham,0,3,1
2049,ham,0,15,2
2050,ham,0,5,1
2051,ham,0,5,1
2052,ham,0,5,1
2053,ham,0,7,1
2054,ham,0,12,1
2055,ham,0,12,2
2056,ham,0,1,1
2057,ham,0,11,1
2058,ham,0,4,1
2059,ham,0,7,1
2060,spam,0,7,2
2061,spam,0,16,1
2062,ham,0,11,1
2063,ham,0,3,1
2064,spam,0,20,1
2065,ham,0,7,2
2066,ham,0,14,1
2067,spam,0,11,1
2068,spam,0,13,1
2069,ham,0,11,1
2070,ham,0,8,1
2071,spam,0,10,1
2072,spam,0,18,3
2073,ham,0,11,2
2074,ham,0,33,3
2075,ham,0,13,1
2076,spam,0,18,2
2077,spam,0,16,1
2078,ham,0,7,1
2079,ham,0,26,2
2080,ham,0,20,2
2081,ham,0,10,1
2082,ham,0,4,1
2083,ham,0,6,1
2084,ham,0,2,1
2085,spam,0,25,2
2086,ham,0,6,1
2087,ham,0,7,1
2088,ham,0,4,1
2089,spam,0,20,2
2090,ham,0,10,1
2091,spam,0,18,1
2092,ham,0,1,1
2093,ham,0,5,1
2094,spam,0,20,2
2095,spam,0,21,1
2096,ham,0,5,1
2097,ham,0,3,1
2098,ham,0,4,1
2099,ham,0,13,2
2100,ham,0,13,2
2101,ham,0,15,2
2102,spam,0,19,3
2103,ham,0,6,1
2104,ham,0,20,2
2105,ham,0,14,2
2106,ham,0,18,1
2107,ham,0,5,1
2108,ham,0,3,1
2109,spam,0,19,1
2110,ham,0,9,2
2111,ham,0,9,2
2112,spam,0,18,3
2113,ham,0,17,1
2114,ham,0,2,1
2115,spam,0,23,3
2116,ham,0,19,2
2117,ham,0,20,2
2118,ham,0,4,1
2119,ham,0,13,1
2120,ham,0,6,2
2121,ham,0,5,2
2122,ham,0,11,2
2123,ham,0,4,1
2124,ham,0,5,1
2125,ham,0,10,1
2126,ham,0,4,1
2127,ham,0,3,1
2128,ham,0,15,2
2129,ham,0,14,2
2130,ham,0,5,1
2131,ham,0,11,2
2132,ham,0,11,4
2133,ham,0,4,1
2134,spam,0,8,2
2135,ham,0,6,1
2136,ham,0,6,1
2137,ham,0,16,2
2138,ham,0,37,4
2139,ham,0,9,1
2140,ham,0,4,1
2141,ham,0,7,1
2142,ham,0,17,2
2143,ham,0,4,1
2144,ham,0,2,1
2145,spam,0,16,1
2146,ham,0,17,2
2147,ham,0,4,1
2148,spam,0,19,2
2149,ham,0,1,1
2150,ham,0,9,1
2151,ham,0,4,1
2152,spam,0,12,1
2153,ham,0,7,1
2154,ham,0,2,1
2155,ham,0,19,2
2156,ham,0,12,2
2157,ham,0,3,1
2158,spam,0,17,1
2159,spam,1,15,1
2160,ham,0,1,1
2161,ham,0,4,1
2162,ham,0,4,1
2163,ham,0,22,2
2164,ham,0,12,2
2165,ham,0,10,1
2166,ham,0,13,1
2167,ham,0,4,1
2168,ham,0,14,1
2169,ham,0,1,1
2170,ham,0,13,1
2171,ham,0,5,1
2172,ham,0,5,1
2173,ham,0,4,1
2174,ham,0,2,1
2175,ham,0,15,2
2176,ham,0,6,1
2177,ham,0,1,1
2178,ham,0,14,2
2179,ham,0,10,1
2180,ham,0,4,1
2181,spam,0,17,3
2182,spam,0,7,1
2183,ham,0,19,1
2184,ham,0,8,2
2185,ham,0,7,1
2186,ham,0,33,3
2187,ham,0,7,1
2188,ham,0,7,1
2189,ham,0,12,2
2190,ham,0,13,1
2191,ham,0,5,1
2192,ham,0,4,1
2193,ham,0,4,1
2194,ham,0,4,1
2195,ham,0,5,1
2196,ham,0,6,1
2197,ham,0,9,2
2198,ham,0,17,2
2199,ham,0,7,1
2200,ham,0,10,1
2201,ham,0,17,3
2202,ham,0,5,1
2203,ham,0,5,1
2204,ham,0,8,1
2205,ham,0,20,2
2206,ham,0,6,1
2207,spam,1,16,1
2208,ham,0,4,1
2209,spam,0,15,1
2210,ham,0,14,2
2211,ham,0,9,2
2212,ham,0,1,1
2213,ham,0,9,1
2214,ham,0,6,1
2215,ham,0,15,1
2216,ham,0,2,1
2217,ham,0,12,2
2218,spam,0,19,2
2219,ham,0,7,1
2220,spam,1,13,1
2221,spam,1,20,1
2222,ham,0,3,1
2223,ham,0,5,1
2224,ham,0,15,1
2225,ham,0,3,1
2226,ham,0,14,2
2227,spam,0,6,2
2228,ham,0,5,1
2229,ham,0,7,2
2230,ham,0,38,2
2231,ham,0,6,1
2232,ham,0,7,1
2233,ham,0,6,1
2234,ham,0,3,1
2235,ham,0,10,1
2236,spam,0,16,2
2237,ham,0,13,1
2238,ham,0,24,2
2239,ham,0,8,1
2240,ham,0,10,1
2241,ham,0,6,1
2242,ham,0,9,1
2243,ham,0,5,1
2244,ham,0,4,1
2245,ham,0,3,1
2246,ham,0,10,1
2247,ham,0,8,2
2248,ham,0,16,2
2249,ham,0,4,1
2250,ham,0,5,1
2251,ham,0,9,2
2252,ham,0,4,1
2253,ham,0,16,1
2254,ham,0,4,1
2255,ham,0,2,1
2256,ham,0,7,1
2257,ham,0,12,1
2258,ham,0,5,1
2259,ham,0,13,2
2260,ham,0,14,1
2261,ham,0,7,1
2262,ham,0,13,1
2263,ham,0,21,2
2264,ham,0,4,1
2265,ham,0,31,5
2266,ham,0,10,1
2267,ham,0,5,1
2268,ham,0,2,1
2269,ham,0,4,1
2270,ham,0,8,1
2271,ham,0,7,1
2272,ham,0,2,1
2273,ham,0,8,1
2274,ham,0,4,1
2275,ham,0,10,2
2276,ham,0,18,1
2277,ham,0,7,1
2278,ham,0,8,1
2279,ham,0,19,1
2280,ham,0,8,1
2281,ham,0,11,2
2282,ham,0,1,1
2283,ham,0,4,1
2284,ham,0,2,1
2285,ham,0,2,1
2286,ham,0,13,2
2287,ham,0,3,1
2288,ham,0,5,1
2289,spam,0,24,1
2290,ham,0,14,1
2291,ham,0,6,1
2292,ham,0,5,1
2293,ham,0,4,1
2294,ham,0,5,1
2295,ham,0,18,3
2296,ham,0,7,1
2297,spam,0,24,2
2298,ham,0,5,1
2299,ham,0,5,1
2300,ham,0,12,1
2301,ham,0,3,1
2302,ham,0,15,1
2303,ham,0,18,2
2304,ham,0,14,2
2305,ham,0,4,1
2306,ham,0,8,1
2307,ham,0,24,3
2308,ham,0,6,1
2309,ham,0,19,2
2310,ham,0,17,2
2311,ham,0,4,1
2312,ham,0,13,1
2313,ham,0,4,1
2314,ham,0,2,1
2315,ham,0,22,2
2316,ham,0,24,3
2317,ham,0,2,1
2318,ham,0,3,1
2319,ham,0,16,1
2320,ham,0,4,1
2321,ham,0,0,[]
2322,ham,0,7,2
2323,spam,0,17,1
2324,spam,0,22,1
2325,ham,0,2,1
2326,spam,1,16,2
2327,spam,0,13,1
2328,spam,0,21,2
2329,ham,0,6,1
2330,ham,0,4,1
2331,ham,0,7,1
2332,ham,0,6,2
2333,ham,0,4,1
2334,ham,0,22,1
2335,ham,0,20,1
2336,ham,0,6,1
2337,ham,0,4,1
2338,ham,0,3,1
2339,ham,0,5,1
2340,ham,0,25,2
2341,ham,0,4,1
2342,ham,0,12,1
2343,ham,0,4,1
2344,ham,0,5,2
2345,ham,0,7,1
2346,ham,0,1,1
2347,ham,0,4,1
2348,ham,0,4,1
2349,ham,0,13,1
2350,spam,0,15,2
2351,ham,0,4,1
2352,ham,0,9,1
2353,ham,0,12,1
2354,ham,0,7,1
2355,ham,0,3,1
2356,ham,0,3,1
2357,ham,0,7,1
2358,spam,0,13,1
2359,ham,0,16,2
2360,ham,0,3,1
2361,ham,0,8,1
2362,ham,0,2,1
2363,ham,0,6,1
2364,ham,0,14,3
2365,ham,0,9,1
2366,ham,0,2,1
2367,ham,0,4,1
2368,ham,0,13,1
2369,ham,0,12,2
2370,ham,0,13,2
2371,ham,0,6,1
2372,ham,0,2,1
2373,ham,0,2,1
2374,spam,1,14,1
2375,ham,0,4,1
2376,ham,0,2,1
2377,ham,0,7,2
2378,ham,0,7,1
2379,ham,0,15,2
2380,ham,0,13,2
2381,ham,0,8,1
2382,ham,0,9,1
2383,ham,0,6,1
2384,ham,0,8,1
2385,ham,0,7,1
2386,spam,0,24,3
2387,ham,0,7,1
2388,ham,0,8,1
2389,spam,0,18,2
2390,ham,0,15,2
2391,ham,0,8,1
2392,ham,0,3,1
2393,ham,0,8,1
2394,ham,0,4,1
2395,ham,0,20,3
2396,ham,0,32,3
2397,ham,0,3,1
2398,ham,0,12,1
2399,ham,0,7,2
2400,ham,0,5,1
2401,ham,0,3,1
2402,spam,0,13,2
2403,ham,0,15,2
2404,ham,0,12,2
2405,spam,0,30,9
2406,ham,0,8,2
2407,ham,0,20,3
2408,ham,0,15,1
2409,spam,0,16,1
2410,spam,0,20,2
2411,ham,0,18,3
2412,ham,0,2,1
